"No.","Time","Source","Destination","Protocol","Length","Info"
"595","11.359659","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"596","11.359659","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"597","11.359659","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"598","11.359659","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"599","11.359659","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"600","11.359659","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"601","11.359715","192.168.1.114","172.67.72.17","QUIC","87","Protected Payload (KP0), DCID=011b3ee61734971a971933e69b349a33cc41e6d9"
"602","11.361495","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"603","11.361495","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"604","11.361495","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"605","11.361495","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"606","11.361495","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"607","11.361495","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"608","11.361495","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"609","11.361606","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"610","11.361606","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"611","11.361606","172.67.72.17","192.168.1.114","QUIC","364","Protected Payload (KP0)"
"612","11.361709","192.168.1.114","172.67.72.17","QUIC","87","Protected Payload (KP0), DCID=011b3ee61734971a971933e69b349a33cc41e6d9"
"613","11.363190","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"614","11.363190","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"615","11.363190","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"616","11.363271","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"617","11.363271","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"618","11.363271","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"619","11.363271","172.67.72.17","192.168.1.114","QUIC","948","Protected Payload (KP0)"
"620","11.363438","192.168.1.114","172.67.72.17","QUIC","87","Protected Payload (KP0), DCID=011b3ee61734971a971933e69b349a33cc41e6d9"
"621","11.364450","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"622","11.364450","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"623","11.364450","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"624","11.364542","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"625","11.364542","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"626","11.364542","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"627","11.364542","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"628","11.364542","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"629","11.364542","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"630","11.364542","172.67.72.17","192.168.1.114","QUIC","502","Protected Payload (KP0)"
"631","11.364722","192.168.1.114","172.67.72.17","QUIC","87","Protected Payload (KP0), DCID=011b3ee61734971a971933e69b349a33cc41e6d9"
"632","11.366303","172.67.72.17","192.168.1.114","QUIC","682","Protected Payload (KP0)"
"633","11.366916","172.67.72.17","192.168.1.114","QUIC","818","Protected Payload (KP0)"
"634","11.366996","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"635","11.367226","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"636","11.367226","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"637","11.367226","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"638","11.367325","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"639","11.367325","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"640","11.367325","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"641","11.367325","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"642","11.367325","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"643","11.367325","172.67.72.17","192.168.1.114","QUIC","762","Protected Payload (KP0)"
"644","11.367373","192.168.1.114","172.67.72.17","QUIC","87","Protected Payload (KP0), DCID=011b3ee61734971a971933e69b349a33cc41e6d9"
"645","11.368638","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"646","11.368638","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"647","11.368638","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"648","11.368638","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"649","11.368778","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"650","11.368778","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"651","11.368778","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"652","11.368778","172.67.72.17","192.168.1.114","QUIC","1018","Protected Payload (KP0)"
"653","11.368842","192.168.1.114","172.67.72.17","QUIC","87","Protected Payload (KP0), DCID=011b3ee61734971a971933e69b349a33cc41e6d9"
"654","11.370430","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"655","11.370430","172.67.72.17","192.168.1.114","QUIC","77","Protected Payload (KP0)"
"656","11.370516","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"657","11.370656","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"658","11.370656","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"659","11.370656","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"660","11.370656","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"661","11.370656","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"662","11.370656","172.67.72.17","192.168.1.114","QUIC","429","Protected Payload (KP0)"
"663","11.371039","192.168.1.114","172.67.72.17","QUIC","87","Protected Payload (KP0), DCID=011b3ee61734971a971933e69b349a33cc41e6d9"
"664","11.371427","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"665","11.371427","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"666","11.371427","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"667","11.371427","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"668","11.371427","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"669","11.371427","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"670","11.371427","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"671","11.371508","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"672","11.371508","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"673","11.371508","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"674","11.371589","192.168.1.114","172.67.72.17","QUIC","87","Protected Payload (KP0), DCID=011b3ee61734971a971933e69b349a33cc41e6d9"
"675","11.372754","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"676","11.372754","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"677","11.372754","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"678","11.372839","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"679","11.372839","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"680","11.372839","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"681","11.372839","172.67.72.17","192.168.1.114","QUIC","947","Protected Payload (KP0)"
"682","11.373200","192.168.1.114","172.67.72.17","QUIC","87","Protected Payload (KP0), DCID=011b3ee61734971a971933e69b349a33cc41e6d9"
"683","11.377895","192.168.1.114","172.67.72.17","QUIC","88","Protected Payload (KP0), DCID=011b3ee61734971a971933e69b349a33cc41e6d9"
"684","11.385811","192.168.1.114","104.26.14.112","QUIC","726","Protected Payload (KP0), DCID=01a37096fb5da15101a35796a85d836d82c4157b"
"685","11.402856","104.26.14.112","192.168.1.114","QUIC","66","Protected Payload (KP0)"
"686","11.413566","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"687","11.413566","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"688","11.413566","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"689","11.413614","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"690","11.413614","104.26.14.112","192.168.1.114","QUIC","241","Protected Payload (KP0)"
"691","11.413833","192.168.1.114","104.26.14.112","QUIC","87","Protected Payload (KP0), DCID=01a37096fb5da15101a35796a85d836d82c4157b"
"692","11.413866","192.168.1.114","104.26.14.112","QUIC","87","Protected Payload (KP0), DCID=01a37096fb5da15101a35796a85d836d82c4157b"
"693","11.439809","192.168.1.114","104.26.14.112","QUIC","87","Protected Payload (KP0), DCID=01a37096fb5da15101a35796a85d836d82c4157b"
"694","11.567440","192.168.1.114","172.67.72.17","QUIC","565","Protected Payload (KP0), DCID=011b3ee61734971a971933e69b349a33cc41e6d9"
"695","11.584771","172.67.72.17","192.168.1.114","QUIC","67","Protected Payload (KP0)"
"696","11.593257","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"697","11.593257","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"698","11.593257","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"699","11.593257","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"700","11.593257","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"701","11.593332","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"702","11.593332","172.67.72.17","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"703","11.593332","172.67.72.17","192.168.1.114","QUIC","611","Protected Payload (KP0)"
"704","11.598712","192.168.1.114","172.67.72.17","QUIC","87","Protected Payload (KP0), DCID=011b3ee61734971a971933e69b349a33cc41e6d9"
"705","11.623836","192.168.1.114","104.26.14.112","QUIC","630","Protected Payload (KP0), DCID=01a37096fb5da15101a35796a85d836d82c4157b"
"706","11.640743","104.26.14.112","192.168.1.114","QUIC","66","Protected Payload (KP0)"
"707","11.656003","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"708","11.656003","104.26.14.112","192.168.1.114","QUIC","765","Protected Payload (KP0)"
"709","11.656229","192.168.1.114","104.26.14.112","QUIC","87","Protected Payload (KP0), DCID=01a37096fb5da15101a35796a85d836d82c4157b"
"710","11.704843","192.168.1.114","192.168.1.1","DNS","91","Standard query 0x0464 A content-autofill.googleapis.com"
"711","11.711791","192.168.1.1","192.168.1.114","DNS","219","Standard query response 0x0464 A content-autofill.googleapis.com A 142.250.184.42 A 142.250.184.74 A 142.250.184.106 A 142.250.180.138 A 142.250.180.170 A 142.251.209.10 A 142.251.209.42 A 216.58.209.42"
"712","11.712835","192.168.1.114","142.250.184.42","QUIC","1292","Initial, DCID=c3203897b197ad43, PKN: 1, PADDING, PING, PADDING, PING, PING, PING, PADDING, CRYPTO, CRYPTO, CRYPTO, PING, PADDING, CRYPTO, CRYPTO, PING, PING, PING"
"713","11.713109","192.168.1.114","142.250.184.42","QUIC","120","0-RTT, DCID=c3203897b197ad43"
"714","11.713271","192.168.1.114","142.250.184.42","QUIC","572","0-RTT, DCID=c3203897b197ad43"
"715","11.741906","142.250.184.42","192.168.1.114","QUIC","1292","Protected Payload (KP0)"
"716","11.741906","142.250.184.42","192.168.1.114","QUIC","820","Protected Payload (KP0)"
"717","11.741973","142.250.184.42","192.168.1.114","QUIC","158","Protected Payload (KP0)"
"718","11.741973","142.250.184.42","192.168.1.114","QUIC","67","Protected Payload (KP0)"
"719","11.741973","142.250.184.42","192.168.1.114","QUIC","67","Protected Payload (KP0)"
"720","11.742284","192.168.1.114","142.250.184.42","QUIC","120","Handshake, DCID=c3203897b197ad43"
"721","11.742354","192.168.1.114","142.250.184.42","QUIC","75","Protected Payload (KP0), DCID=c3203897b197ad43"
"722","11.742428","192.168.1.114","142.250.184.42","QUIC","75","Protected Payload (KP0), DCID=c3203897b197ad43"
"723","11.743295","192.168.1.114","104.26.14.112","QUIC","586","Protected Payload (KP0), DCID=01a37096fb5da15101a35796a85d836d82c4157b"
"724","11.747586","192.168.1.114","104.26.14.112","QUIC","658","Protected Payload (KP0), DCID=01a37096fb5da15101a35796a85d836d82c4157b"
"725","11.747722","192.168.1.114","104.26.14.112","QUIC","658","Protected Payload (KP0), DCID=01a37096fb5da15101a35796a85d836d82c4157b"
"726","11.748212","192.168.1.114","104.26.14.112","QUIC","658","Protected Payload (KP0), DCID=01a37096fb5da15101a35796a85d836d82c4157b"
"727","11.748418","192.168.1.114","104.26.14.112","QUIC","658","Protected Payload (KP0), DCID=01a37096fb5da15101a35796a85d836d82c4157b"
"728","11.748501","192.168.1.114","104.26.14.112","QUIC","658","Protected Payload (KP0), DCID=01a37096fb5da15101a35796a85d836d82c4157b"
"729","11.748645","192.168.1.114","172.67.72.17","QUIC","449","Protected Payload (KP0), DCID=011b3ee61734971a971933e69b349a33cc41e6d9"
"730","11.753178","142.250.184.42","192.168.1.114","QUIC","162","Protected Payload (KP0)"
"731","11.760259","104.26.14.112","192.168.1.114","QUIC","66","Protected Payload (KP0)"
"732","11.765381","172.67.72.17","192.168.1.114","QUIC","67","Protected Payload (KP0)"
"733","11.766456","104.26.14.112","192.168.1.114","QUIC","65","Protected Payload (KP0)"
"734","11.767627","142.250.184.42","192.168.1.114","QUIC","411","Protected Payload (KP0)"
"735","11.767752","142.250.184.42","192.168.1.114","QUIC","256","Protected Payload (KP0)"
"736","11.767825","192.168.1.114","142.250.184.42","QUIC","77","Protected Payload (KP0), DCID=c3203897b197ad43"
"737","11.776703","104.26.14.112","192.168.1.114","QUIC","1031","Protected Payload (KP0)"
"738","11.778139","142.250.184.42","192.168.1.114","QUIC","67","Protected Payload (KP0)"
"739","11.786316","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"740","11.786316","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"741","11.786316","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"742","11.786316","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"743","11.786316","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"744","11.786316","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"745","11.786316","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"746","11.786392","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"747","11.786392","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"748","11.786392","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"749","11.786549","192.168.1.114","104.26.14.112","QUIC","87","Protected Payload (KP0), DCID=01a37096fb5da15101a35796a85d836d82c4157b"
"750","11.786590","192.168.1.114","104.26.14.112","QUIC","87","Protected Payload (KP0), DCID=01a37096fb5da15101a35796a85d836d82c4157b"
"751","11.786639","192.168.1.114","104.26.14.112","QUIC","87","Protected Payload (KP0), DCID=01a37096fb5da15101a35796a85d836d82c4157b"
"752","11.786664","192.168.1.114","104.26.14.112","QUIC","87","Protected Payload (KP0), DCID=01a37096fb5da15101a35796a85d836d82c4157b"
"753","11.786688","192.168.1.114","104.26.14.112","QUIC","87","Protected Payload (KP0), DCID=01a37096fb5da15101a35796a85d836d82c4157b"
"754","11.789790","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"755","11.789790","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"756","11.789790","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"757","11.789790","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"758","11.789790","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"759","11.789790","104.26.14.112","192.168.1.114","QUIC","1186","Protected Payload (KP0)"
"760","11.789957","192.168.1.114","104.26.14.112","QUIC","87","Protected Payload (KP0), DCID=01a37096fb5da15101a35796a85d836d82c4157b"
"761","11.789993","192.168.1.114","104.26.14.112","QUIC","87","Protected Payload (KP0), DCID=01a37096fb5da15101a35796a85d836d82c4157b"
"762","11.790037","192.168.1.114","104.26.14.112","QUIC","87","Protected Payload (KP0), DCID=01a37096fb5da15101a35796a85d836d82c4157b"
"763","11.793804","192.168.1.114","142.250.184.42","QUIC","75","Protected Payload (KP0), DCID=c3203897b197ad43"
"764","11.811207","192.168.1.114","104.26.14.112","QUIC","596","Protected Payload (KP0), DCID=01a37096fb5da15101a35796a85d836d82c4157b"
"765","11.813856","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"766","11.813856","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"767","11.813856","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"768","11.813856","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"769","11.813856","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"770","11.813856","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"771","11.813856","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"772","11.813998","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"773","11.813998","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"774","11.813998","104.26.14.112","192.168.1.114","QUIC","894","Protected Payload (KP0)"
"775","11.814125","192.168.1.114","104.26.14.112","QUIC","87","Protected Payload (KP0), DCID=01a37096fb5da15101a35796a85d836d82c4157b"
"776","11.827043","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"777","11.827043","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"778","11.827117","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"779","11.827117","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"780","11.827117","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"781","11.827117","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"782","11.827117","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"783","11.827117","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"784","11.827117","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"785","11.827288","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"786","11.827509","192.168.1.114","104.26.14.112","QUIC","87","Protected Payload (KP0), DCID=01a37096fb5da15101a35796a85d836d82c4157b"
"787","11.830658","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"788","11.830658","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"789","11.830658","104.26.14.112","192.168.1.114","QUIC","473","Protected Payload (KP0)"
"790","11.830658","104.26.14.112","192.168.1.114","QUIC","67","Protected Payload (KP0)"
"791","11.831362","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"792","11.831362","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"793","11.831362","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"794","11.831362","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"795","11.831362","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"796","11.831362","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"797","11.831472","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"798","11.831472","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"799","11.831472","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"800","11.831472","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"801","11.831578","192.168.1.114","104.26.14.112","QUIC","87","Protected Payload (KP0), DCID=01a37096fb5da15101a35796a85d836d82c4157b"
"802","11.834922","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"803","11.834922","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"804","11.834922","104.26.14.112","192.168.1.114","QUIC","848","Protected Payload (KP0)"
"805","11.835847","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"806","11.835847","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"807","11.835847","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"808","11.835847","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"809","11.835847","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"810","11.835847","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"811","11.835970","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"812","11.835970","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"813","11.835970","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"814","11.835970","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"815","11.835997","192.168.1.114","104.26.14.112","QUIC","87","Protected Payload (KP0), DCID=01a37096fb5da15101a35796a85d836d82c4157b"
"816","11.839482","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"817","11.839482","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"818","11.839482","104.26.14.112","192.168.1.114","QUIC","623","Protected Payload (KP0)"
"819","11.839640","192.168.1.114","104.26.14.112","QUIC","87","Protected Payload (KP0), DCID=01a37096fb5da15101a35796a85d836d82c4157b"
"820","11.843226","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"821","11.843226","104.26.14.112","192.168.1.114","QUIC","624","Protected Payload (KP0)"
"822","11.843773","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"823","11.843773","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"824","11.843859","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"825","11.843859","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"826","11.843859","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"827","11.843859","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"828","11.843859","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"829","11.843859","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"830","11.843859","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"831","11.843859","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"832","11.843881","192.168.1.114","104.26.14.112","QUIC","87","Protected Payload (KP0), DCID=01a37096fb5da15101a35796a85d836d82c4157b"
"833","11.846625","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"834","11.846625","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"835","11.846625","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"836","11.846625","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"837","11.846766","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"838","11.846766","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"839","11.846766","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"840","11.846766","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"841","11.846766","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"842","11.846766","104.26.14.112","192.168.1.114","QUIC","158","Protected Payload (KP0)"
"843","11.846796","192.168.1.114","104.26.14.112","QUIC","87","Protected Payload (KP0), DCID=01a37096fb5da15101a35796a85d836d82c4157b"
"844","11.851080","192.168.1.114","104.26.14.112","QUIC","88","Protected Payload (KP0), DCID=01a37096fb5da15101a35796a85d836d82c4157b"
"845","11.968105","192.168.1.114","172.67.72.17","QUIC","87","Protected Payload (KP0), DCID=011b3ee61734971a971933e69b349a33cc41e6d9"
"846","11.984501","172.67.72.17","192.168.1.114","QUIC","66","Protected Payload (KP0)"
"847","12.060155","172.67.72.17","192.168.1.114","QUIC","926","Protected Payload (KP0)"
"848","12.060230","172.67.72.17","192.168.1.114","QUIC","71","Protected Payload (KP0)"
"849","12.064215","192.168.1.114","104.26.14.112","QUIC","625","Protected Payload (KP0), DCID=01a37096fb5da15101a35796a85d836d82c4157b"
"850","12.065335","192.168.1.114","172.67.72.17","QUIC","87","Protected Payload (KP0), DCID=011b3ee61734971a971933e69b349a33cc41e6d9"
"851","12.084494","104.26.14.112","192.168.1.114","QUIC","67","Protected Payload (KP0)"
"852","12.103968","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"853","12.103968","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"854","12.103968","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"855","12.103968","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"856","12.103968","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"857","12.103968","104.26.14.112","192.168.1.114","QUIC","640","Protected Payload (KP0)"
"858","12.109602","192.168.1.114","104.26.14.112","QUIC","87","Protected Payload (KP0), DCID=01a37096fb5da15101a35796a85d836d82c4157b"
"859","12.119085","192.168.1.89","255.255.255.255","UDP","214","49153  >  6667 Len=172"
"860","12.170024","AmazonTe_a7:73:74","Broadcast","ARP","60","Who has 192.168.1.6? Tell 192.168.1.32"
"861","12.334127","192.168.1.114","104.26.14.112","QUIC","658","Protected Payload (KP0), DCID=01a37096fb5da15101a35796a85d836d82c4157b"
"862","12.334216","192.168.1.114","104.26.14.112","QUIC","658","Protected Payload (KP0), DCID=01a37096fb5da15101a35796a85d836d82c4157b"
"863","12.334348","192.168.1.114","104.26.14.112","QUIC","658","Protected Payload (KP0), DCID=01a37096fb5da15101a35796a85d836d82c4157b"
"864","12.334441","192.168.1.114","104.26.14.112","QUIC","658","Protected Payload (KP0), DCID=01a37096fb5da15101a35796a85d836d82c4157b"
"865","12.334493","192.168.1.114","104.26.14.112","QUIC","660","Protected Payload (KP0), DCID=01a37096fb5da15101a35796a85d836d82c4157b"
"866","12.352818","104.26.14.112","192.168.1.114","QUIC","66","Protected Payload (KP0)"
"867","12.373316","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"868","12.373316","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
"869","12.373316","104.26.14.112","192.168.1.114","QUIC","1242","Protected Payload (KP0)"
